ORDER_ID,CUST_ID,CUST_ID_CHAR,CUST_ID_DUP,ORDER_DATE,ORDER_TIME,FREIGHT_CHARGES,ORDER_SALESMAN,ORDER_POSTED_DATE,ORDER_SHIP_DATE
4444,12374,C12374,C12374,1/23/2008 12:00:00.000 AM,1/23/2008 06:23:54.169 PM,11.35,NC295 ,2/16/2008 12:00:00.000 AM,27/02/08
4445,11395,C11395,C11395,8/1/2007 12:00:00.000 AM,8/1/2007 03:29:06.075 PM,11.35,SW406 ,10/15/2007 12:00:00.000 AM,03/11/07
4446,10482,C10482,C10482,3/16/2009 05:47:25.000 PM,3/16/2009 05:47:25.112 PM,11.35,NC163 ,3/16/2009 05:47:25.000 PM,05/08/09
4447,10766,C10766,C10766,11/25/2008 12:00:00.000 AM,11/25/2008 04:23:44.241 PM,11.35,NW244 ,12/7/2008 12:00:00.000 AM,15/12/08
4448,10115,C10115,C10115,10/20/2008 12:00:00.000 AM,10/20/2008 08:07:39.114 PM,11.35,WE286 ,11/20/2008 12:00:00.000 AM,30/11/08
4449,12985,C12985,C12985,1/1/2008 12:00:00.000 AM,1/1/2008 03:47:56.111 PM,11.35,WE418 ,2/2/2008 12:00:00.000 AM,10/02/08
4450,10346,C10346,C10346,2/17/2008 12:00:00.000 AM,2/17/2008 05:25:36.169 AM,11.35,NE307 ,3/10/2008 12:00:00.000 AM,20/04/08
4451,10224,C10224,C10224,10/26/2008 12:00:00.000 AM,10/26/2008 08:07:39.114 PM,11.35,SC256 ,11/10/2008 12:00:00.000 AM,14/11/08
4452,12677,C12677,C12677,5/19/2008 12:00:00.000 AM,5/19/2008 08:47:39.114 PM,11.35,SC388 ,6/2/2008 12:00:00.000 AM,15/06/08
4453,13372,C13372,C13372,11/10/2008 12:00:00.000 AM,11/10/2008 05:43:54.241 PM,11.35,NE373 ,11/30/2008 12:00:00.000 AM,12/12/08
4454,11405,C11405,C11405,1/6/2008 12:00:00.000 AM,1/6/2008 06:23:54.169 PM,16.83,NW118 ,1/26/2008 12:00:00.000 AM,07/02/08
4455,10097,C10097,C10097,3/28/2008 12:00:00.000 AM,3/28/2008 11:58:44.265 PM,16.83,SC322 ,4/20/2008 12:00:00.000 AM,10/05/08
4456,10008,C10008,C10008,8/13/2007 12:00:00.000 AM,8/13/2007 11:29:06.075 AM,16.83,SE208 ,12/21/2007 12:00:00.000 AM,03/01/08
4457,11023,C11023,C11023,4/2/2009 12:00:00.000 AM,4/2/2009 11:32:45.034 PM,16.83,RP190 ,5/21/2009 12:00:00.000 AM,15/06/09
4458,11384,C11384,C11384,3/16/2009 05:47:25.000 PM,3/16/2009 05:47:25.112 PM,16.83,NC163 ,3/16/2009 05:47:25.000 PM,05/08/09
4459,12024,C12024,C12024,11/12/2008 12:00:00.000 AM,11/12/2008 05:43:54.169 PM,16.83,NW181 ,11/30/2008 12:00:00.000 AM,12/12/08
4460,13251,C13251,C13251,3/16/2009 05:47:25.000 PM,3/16/2009 05:47:25.112 PM,16.83,NE175 ,3/16/2009 05:47:25.000 PM,05/08/09
4461,10070,C10070,C10070,1/20/2008 12:00:00.000 AM,1/20/2008 10:39:06.075 PM,16.83,SC130 ,2/10/2008 12:00:00.000 AM,27/02/08
4462,11115,C11115,C11115,12/16/2008 12:00:00.000 AM,12/16/2008 07:32:59.136 AM,16.83,SW346 ,1/1/2009 12:00:00.000 AM,05/01/09
4463,10349,C10349,C10349,5/13/2008 12:00:00.000 AM,5/13/2008 04:58:44.265 PM,16.83,NW313 ,5/28/2008 12:00:00.000 AM,30/05/08
4464,10061,C10061,C10061,8/10/2008 12:00:00.000 AM,8/10/2008 10:07:24.145 PM,16.83,NW382 ,9/8/2008 12:00:00.000 AM,10/08/08
4465,12955,C12955,C12955,10/22/2008 12:00:00.000 AM,10/22/2008 05:33:26.077 PM,16.83,NC229 ,11/8/2008 12:00:00.000 AM,20/11/08
4466,10270,C10270,C10270,5/13/2008 12:00:00.000 AM,5/13/2008 04:58:44.265 PM,16.83,NW313 ,5/28/2008 12:00:00.000 AM,30/05/08
4467,10313,C10313,C10313,1/20/2008 12:00:00.000 AM,1/20/2008 08:43:54.169 PM,10.45,SW340 ,2/10/2008 12:00:00.000 AM,27/02/08
4468,11629,C11629,C11629,1/1/2008 12:00:00.000 AM,1/1/2008 03:47:56.111 PM,10.45,WE418 ,2/2/2008 12:00:00.000 AM,10/02/08
4469,12426,C12426,C12426,11/3/2008 12:00:00.000 AM,11/3/2008 07:43:54.241 PM,10.45,NC364 ,12/4/2008 12:00:00.000 AM,12/12/08
4470,10864,C10864,C10864,3/16/2009 05:47:25.000 PM,3/16/2009 05:47:25.112 PM,10.45,SC196 ,3/16/2009 05:47:25.000 PM,05/08/09
4471,11953,C11953,C11953,11/12/2008 12:00:00.000 AM,12/12/2008 03:19:56.043 AM,10.45,SE139 ,1/23/2009 12:00:00.000 AM,03/02/09
4472,12936,C12936,C12936,12/7/2008 12:00:00.000 AM,12/7/2008 08:43:52.166 AM,10.45,SW274 ,1/22/2009 12:00:00.000 AM,25/01/09
4473,13291,C13291,C13291,3/16/2009 05:47:25.000 PM,3/16/2009 05:47:25.112 PM,10.45,SC196 ,3/16/2009 05:47:25.000 PM,05/08/09
4474,11845,C11845,C11845,1/20/2008 12:00:00.000 AM,1/20/2008 10:39:06.075 PM,10.45,SC130 ,2/10/2008 12:00:00.000 AM,27/02/08
4475,11297,C11297,C11297,11/8/2008 12:00:00.000 AM,11/8/2008 09:33:44.241 PM,10.45,NW184 ,12/10/2008 12:00:00.000 AM,20/12/08
4476,13394,C13394,C13394,11/18/2008 12:00:00.000 AM,11/18/2008 09:33:44.241 PM,10.45,NE367 ,12/10/2008 12:00:00.000 AM,20/12/08
4477,11377,C11377,C11377,10/22/2008 12:00:00.000 AM,10/22/2008 08:19:56.043 AM,10.45,SW409 ,12/23/2009 12:00:00.000 AM,03/01/09
4478,10507,C10507,C10507,8/1/2007 12:00:00.000 AM,8/1/2007 03:29:06.075 PM,10.45,SW406 ,10/15/2007 12:00:00.000 AM,03/11/07
4479,10787,C10787,C10787,6/1/2008 12:00:00.000 AM,6/1/2008 04:58:44.265 PM,10.45,NC361 ,7/20/2008 12:00:00.000 AM,30/07/08
4480,10297,C10297,C10297,1/24/2008 12:00:00.000 AM,1/24/2008 11:13:54.169 PM,13.25,SE400 ,2/26/2008 12:00:00.000 AM,07/03/08
4481,11227,C11227,C11227,11/11/2008 12:00:00.000 AM,11/11/2008 09:47:56.111 PM,13.25,WE220 ,12/16/2008 12:00:00.000 AM,25/12/08
4482,10342,C10342,C10342,3/31/2008 12:00:00.000 AM,3/31/2008 06:57:39.114 PM,13.25,SW142 ,4/20/2008 12:00:00.000 AM,30/04/08
4483,12599,C12599,C12599,3/16/2009 05:47:25.000 PM,3/16/2009 05:47:25.112 PM,13.25,RP121 ,3/16/2009 05:47:25.000 PM,05/08/09
4484,13379,C13379,C13379,11/8/2008 12:00:00.000 AM,11/8/2008 09:33:44.241 PM,13.25,NW184 ,12/10/2008 12:00:00.000 AM,20/12/08
4485,10049,C10049,C10049,7/29/2008 12:00:00.000 AM,7/29/2008 08:59:06.075 PM,13.25,SC325 ,6/16/2008 12:00:00.000 AM,27/06/08
4486,12963,C12963,C12963,8/1/2007 12:00:00.000 AM,8/1/2007 03:29:06.075 PM,13.25,SW406 ,10/15/2007 12:00:00.000 AM,03/11/07
4487,11060,C11060,C11060,6/26/2008 12:00:00.000 AM,6/26/2008 03:29:06.075 PM,13.25,NC358 ,7/13/2008 12:00:00.000 AM,23/07/08
4488,12487,C12487,C12487,1/6/2008 12:00:00.000 AM,1/6/2008 06:23:54.169 PM,13.25,NW118 ,1/26/2008 12:00:00.000 AM,07/02/08
4489,10113,C10113,C10113,4/6/2008 12:00:00.000 AM,4/6/2008 01:07:36.111 PM,13.25,WE352 ,4/20/2008 12:00:00.000 AM,01/04/08
4490,12798,C12798,C12798,6/11/2008 12:00:00.000 AM,6/11/2008 03:36:44.265 PM,13.25,RP319 ,7/10/2008 12:00:00.000 AM,20/07/08
4491,13425,C13425,C13425,4/2/2008 12:00:00.000 AM,4/2/2008 04:33:44.265 PM,13.25,NW112 ,4/28/2008 12:00:00.000 AM,30/05/08
4492,11389,C11389,C11389,4/18/2008 12:00:00.000 AM,4/18/2008 01:02:36.169 AM,13.25,SC262 ,5/9/2008 12:00:00.000 AM,19/05/08
4493,13224,C13224,C13224,3/16/2009 05:47:25.000 PM,3/16/2009 05:47:25.112 PM,6.05,WE289 ,3/16/2009 05:47:25.000 PM,05/08/09
4494,12059,C12059,C12059,11/3/2008 12:00:00.000 AM,11/3/2008 07:43:54.241 PM,6.05,NC364 ,12/4/2008 12:00:00.000 AM,12/12/08
4495,10839,C10839,C10839,8/3/2008 12:00:00.000 AM,8/3/2008 05:27:54.295 PM,6.05,NE172 ,9/2/2008 12:00:00.000 AM,10/08/08
4496,11312,C11312,C11312,11/19/2008 12:00:00.000 AM,11/19/2008 04:34:16.169 AM,6.05,WE355 ,12/10/2008 12:00:00.000 AM,20/12/08
4497,13195,C13195,C13195,12/16/2008 12:00:00.000 AM,12/16/2008 07:32:59.136 AM,6.05,SW346 ,1/1/2009 12:00:00.000 AM,05/01/09
4498,11696,C11696,C11696,3/16/2009 05:47:25.000 PM,3/16/2009 05:47:25.112 PM,6.05,NC163 ,3/16/2009 05:47:25.000 PM,05/08/09
4499,11727,C11727,C11727,1/23/2008 12:00:00.000 AM,1/23/2008 06:23:54.169 PM,6.05,NC295 ,2/16/2008 12:00:00.000 AM,27/02/08
4500,12661,C12661,C12661,3/16/2009 05:47:25.000 PM,3/16/2009 05:47:25.112 PM,6.05,SW211 ,3/16/2009 05:47:25.000 PM,05/08/09
4501,10550,C10550,C10550,6/9/2008 12:00:00.000 AM,6/9/2008 06:50:44.265 PM,6.05,WE223 ,6/28/2008 12:00:00.000 AM,10/07/08
4502,10922,C10922,C10922,12/7/2008 12:00:00.000 AM,12/7/2008 08:43:52.166 AM,6.05,SW274 ,1/22/2009 12:00:00.000 AM,25/01/09
4503,10520,C10520,C10520,5/11/2008 12:00:00.000 AM,5/11/2008 09:27:55.166 PM,6.05,SW217 ,5/30/2008 12:00:00.000 AM,10/06/08
4504,11684,C11684,C11684,4/10/2008 12:00:00.000 AM,4/10/2008 06:36:44.265 PM,6.05,NW310 ,4/29/2008 12:00:00.000 AM,10/05/08
4505,10630,C10630,C10630,1/20/2008 12:00:00.000 AM,1/20/2008 08:43:54.169 PM,6.05,SW340 ,2/10/2008 12:00:00.000 AM,27/02/08
4506,10861,C10861,C10861,11/11/2008 12:00:00.000 AM,11/11/2008 09:47:56.111 PM,12.85,WE220 ,12/16/2008 12:00:00.000 AM,25/12/08
4507,10476,C10476,C10476,11/3/2008 12:00:00.000 AM,11/3/2008 07:43:54.241 PM,12.85,NC364 ,12/4/2008 12:00:00.000 AM,12/12/08
4508,13394,C13394,C13394,11/12/2008 12:00:00.000 AM,12/12/2008 03:19:56.043 AM,12.85,SE139 ,1/23/2009 12:00:00.000 AM,03/02/09
4509,10703,C10703,C10703,6/29/2008 12:00:00.000 AM,6/29/2008 04:50:44.265 PM,12.85,SC127 ,7/20/2008 12:00:00.000 AM,30/07/08
4510,11598,C11598,C11598,5/13/2008 12:00:00.000 AM,5/13/2008 04:58:44.265 PM,12.85,NW313 ,5/28/2008 12:00:00.000 AM,30/05/08
4511,12879,C12879,C12879,5/6/2007 12:00:00.000 AM,5/6/2007 09:11:26.077 AM,12.85,NC169 ,6/10/2007 12:00:00.000 AM,20/06/07
4512,11414,C11414,C11414,4/30/2008 12:00:00.000 AM,4/30/2008 01:02:36.169 AM,12.85,NE235 ,5/19/2008 12:00:00.000 AM,29/05/08
4513,11118,C11118,C11118,11/17/2008 12:00:00.000 AM,11/17/2008 05:43:54.169 PM,12.85,NW316 ,11/30/2008 12:00:00.000 AM,12/12/08
4514,11087,C11087,C11087,4/6/2008 12:00:00.000 AM,4/6/2008 01:07:36.111 PM,12.85,WE352 ,4/20/2008 12:00:00.000 AM,01/04/08
4515,10708,C10708,C10708,8/13/2007 12:00:00.000 AM,8/13/2007 11:29:06.075 AM,12.85,SE208 ,12/21/2007 12:00:00.000 AM,03/01/08
4516,10713,C10713,C10713,5/6/2007 12:00:00.000 AM,5/6/2007 09:11:26.077 AM,12.85,NC169 ,6/10/2007 12:00:00.000 AM,20/06/07
4517,12222,C12222,C12222,12/25/2008 12:00:00.000 AM,12/25/2008 06:12:46.040 AM,12.85,SW280 ,2/23/2009 12:00:00.000 AM,03/03/09
4518,11537,C11537,C11537,1/20/2008 12:00:00.000 AM,1/20/2008 08:43:54.169 PM,12.85,SW340 ,2/10/2008 12:00:00.000 AM,27/02/08
4519,12957,C12957,C12957,2/29/2008 12:00:00.000 AM,2/29/2008 10:39:06.075 PM,10.15,SE331 ,3/17/2008 12:00:00.000 AM,27/03/08
4520,12362,C12362,C12362,8/13/2007 12:00:00.000 AM,8/13/2007 11:29:06.075 AM,10.15,SE208 ,12/21/2007 12:00:00.000 AM,03/01/08
4521,13065,C13065,C13065,8/3/2008 12:00:00.000 AM,8/3/2008 05:27:54.295 PM,10.15,NE172 ,9/2/2008 12:00:00.000 AM,10/08/08
4522,11750,C11750,C11750,4/30/2008 12:00:00.000 AM,4/30/2008 01:02:36.169 AM,10.15,NE235 ,5/19/2008 12:00:00.000 AM,29/05/08
4523,11006,C11006,C11006,12/25/2008 12:00:00.000 AM,12/25/2008 09:32:50.226 AM,10.15,NW247 ,1/9/2009 12:00:00.000 AM,15/01/09
4524,11758,C11758,C11758,3/4/2008 12:00:00.000 AM,3/4/2008 02:25:36.169 AM,10.15,WE415 ,3/20/2008 12:00:00.000 AM,30/03/08
4525,10195,C10195,C10195,11/3/2008 12:00:00.000 AM,11/3/2008 08:44:16.169 AM,10.15,NE178 ,12/1/2008 12:00:00.000 AM,20/12/08
4526,13490,C13490,C13490,2/17/2008 12:00:00.000 AM,2/17/2008 05:25:36.169 AM,10.15,NE307 ,3/10/2008 12:00:00.000 AM,20/04/08
4527,12021,C12021,C12021,8/31/2008 12:00:00.000 AM,8/31/2008 07:17:24.175 PM,10.15,NC100 ,9/10/2008 12:00:00.000 AM,20/08/08
4528,13460,C13460,C13460,5/18/2008 12:00:00.000 AM,5/18/2008 11:58:44.265 PM,10.15,SW145 ,6/28/2008 12:00:00.000 AM,10/07/08
4529,10777,C10777,C10777,8/19/2008 12:00:00.000 AM,8/19/2008 01:34:16.169 AM,10.15,SE403 ,8/29/2008 12:00:00.000 AM,09/09/08
4530,12753,C12753,C12753,12/25/2008 12:00:00.000 AM,12/25/2008 06:12:46.040 AM,10.15,SW280 ,2/23/2009 12:00:00.000 AM,03/03/09
4531,11249,C11249,C11249,1/16/2008 12:00:00.000 AM,1/16/2008 08:13:54.169 AM,10.15,NC292 ,2/10/2008 12:00:00.000 AM,27/02/08
4532,10651,C10651,C10651,8/13/2008 12:00:00.000 AM,8/13/2008 08:33:26.077 PM,3.88,WE154 ,9/8/2007 12:00:00.000 AM,20/09/07
4533,13139,C13139,C13139,6/26/2008 12:00:00.000 AM,6/26/2008 03:29:06.075 PM,3.88,NC358 ,7/13/2008 12:00:00.000 AM,23/07/08
4534,12008,C12008,C12008,3/16/2009 05:47:25.000 PM,3/16/2009 05:47:25.112 PM,3.88,SW412 ,3/16/2009 05:47:25.000 PM,05/08/09
4535,13380,C13380,C13380,4/2/2008 12:00:00.000 AM,4/2/2008 04:33:44.265 PM,3.88,NW112 ,4/28/2008 12:00:00.000 AM,30/05/08
4536,10196,C10196,C10196,4/7/2008 12:00:00.000 AM,4/7/2008 08:47:52.166 AM,3.88,WE157 ,4/22/2008 12:00:00.000 AM,25/04/08
4537,11840,C11840,C11840,3/4/2008 12:00:00.000 AM,3/4/2008 02:25:36.169 AM,3.88,WE415 ,3/20/2008 12:00:00.000 AM,30/03/08
4538,12286,C12286,C12286,8/31/2008 12:00:00.000 AM,8/31/2008 07:17:24.175 PM,3.88,NC100 ,9/10/2008 12:00:00.000 AM,20/08/08
4539,12847,C12847,C12847,5/30/2008 12:00:00.000 AM,5/30/2008 05:27:39.114 PM,3.88,NC427 ,6/20/2008 12:00:00.000 AM,10/07/08
4540,10340,C10340,C10340,5/12/2008 12:00:00.000 AM,5/12/2008 08:07:36.111 PM,3.88,NC424 ,6/20/2008 12:00:00.000 AM,01/07/08
4541,11431,C11431,C11431,11/25/2008 12:00:00.000 AM,11/25/2008 04:23:44.241 PM,3.88,NW244 ,12/7/2008 12:00:00.000 AM,15/12/08
4542,12765,C12765,C12765,4/26/2008 12:00:00.000 AM,4/26/2008 02:22:36.169 AM,3.88,NE238 ,5/5/2008 12:00:00.000 AM,19/05/08
4543,10294,C10294,C10294,4/13/2008 12:00:00.000 AM,4/13/2008 11:47:55.166 PM,3.88,WE151 ,4/22/2008 12:00:00.000 AM,29/04/08
4544,10054,C10054,C10054,11/3/2008 12:00:00.000 AM,11/3/2008 08:44:16.169 AM,3.88,NE178 ,12/1/2008 12:00:00.000 AM,20/12/08
4545,12970,C12970,C12970,3/10/2008 12:00:00.000 AM,3/10/2008 06:22:36.169 AM,16.85,NC166 ,3/20/2008 12:00:00.000 AM,30/03/08
4546,12049,C12049,C12049,3/16/2009 05:47:25.000 PM,3/16/2009 05:47:25.112 PM,16.85,WE289 ,3/16/2009 05:47:25.000 PM,05/08/09
4547,12249,C12249,C12249,8/13/2008 12:00:00.000 AM,8/13/2008 08:33:26.077 PM,16.85,WE154 ,9/8/2007 12:00:00.000 AM,20/09/07
4548,10924,C10924,C10924,8/23/2008 12:00:00.000 AM,8/23/2008 10:47:24.175 PM,19.81,SC193 ,9/10/2008 12:00:00.000 AM,20/08/08
4549,12385,C12385,C12385,5/30/2008 12:00:00.000 AM,5/30/2008 05:27:39.114 PM,19.81,NC427 ,6/20/2008 12:00:00.000 AM,10/07/08
4550,10930,C10930,C10930,4/6/2008 12:00:00.000 AM,4/6/2008 01:07:36.111 PM,19.81,WE352 ,4/20/2008 12:00:00.000 AM,01/04/08
4551,13228,C13228,C13228,9/16/2007 12:00:00.000 AM,9/16/2007 09:11:26.077 AM,19.81,NE370 ,9/30/2007 12:00:00.000 AM,09/10/07
4552,11284,C11284,C11284,4/2/2008 12:00:00.000 AM,4/2/2008 04:33:44.265 PM,19.81,NW112 ,4/28/2008 12:00:00.000 AM,30/05/08
4553,11503,C11503,C11503,6/23/2008 12:00:00.000 AM,6/23/2008 03:29:06.075 PM,19.81,NC298 ,7/15/2008 12:00:00.000 AM,27/07/08
4554,11756,C11756,C11756,3/16/2009 05:47:25.000 PM,3/16/2009 05:47:25.112 PM,9.25,NC163 ,3/16/2009 05:47:25.000 PM,05/08/09
4555,10251,C10251,C10251,3/4/2008 12:00:00.000 AM,3/4/2008 02:25:36.169 AM,12,WE415 ,3/20/2008 12:00:00.000 AM,30/03/08
4556,12127,C12127,C12127,9/25/2008 12:00:00.000 AM,9/25/2008 04:43:54.169 PM,8.23,NE103 ,10/20/2008 12:00:00.000 AM,27/10/08
4557,11700,C11700,C11700,5/11/2008 12:00:00.000 AM,5/11/2008 09:27:55.166 PM,7.85,SW217 ,5/30/2008 12:00:00.000 AM,10/06/08
4558,10365,C10365,C10365,5/19/2008 12:00:00.000 AM,5/19/2008 08:47:39.114 PM,11.45,SC388 ,6/2/2008 12:00:00.000 AM,15/06/08
4559,10910,C10910,C10910,3/16/2009 05:47:25.000 PM,3/16/2009 05:47:25.112 PM,11.15,SC196 ,3/16/2009 05:47:25.000 PM,05/08/09
4560,11066,C11066,C11066,12/10/2008 12:00:00.000 AM,12/10/2008 01:32:59.136 AM,12.85,NC232 ,1/22/2009 12:00:00.000 AM,25/01/09
4561,11445,C11445,C11445,8/9/2008 12:00:00.000 AM,8/9/2008 02:48:36.075 AM,24.08,NW376 ,9/16/2008 12:00:00.000 AM,20/09/08
4562,10707,C10707,C10707,4/7/2008 12:00:00.000 AM,4/7/2008 08:47:52.166 AM,24.08,WE157 ,4/22/2008 12:00:00.000 AM,25/04/08
4563,10464,C10464,C10464,3/14/2008 12:00:00.000 AM,3/14/2008 02:22:36.169 AM,24.08,SW214 ,3/29/2008 12:00:00.000 AM,09/04/08
4564,10123,C10123,C10123,12/7/2008 12:00:00.000 AM,12/7/2008 08:43:52.166 AM,24.08,SW274 ,1/22/2009 12:00:00.000 AM,25/01/09
4565,12053,C12053,C12053,4/2/2008 12:00:00.000 AM,4/2/2008 04:33:44.265 PM,24.08,NW112 ,4/28/2008 12:00:00.000 AM,30/05/08
4566,10046,C10046,C10046,11/18/2008 12:00:00.000 AM,11/18/2008 09:33:44.241 PM,24.08,NE367 ,12/10/2008 12:00:00.000 AM,20/12/08
4567,12602,C12602,C12602,4/30/2008 12:00:00.000 AM,4/30/2008 01:02:36.169 AM,24.08,NE235 ,5/19/2008 12:00:00.000 AM,29/05/08
4568,11697,C11697,C11697,5/19/2008 12:00:00.000 AM,5/19/2008 08:47:39.114 PM,24.08,SC388 ,6/2/2008 12:00:00.000 AM,15/06/08
4569,11002,C11002,C11002,11/11/2008 12:00:00.000 AM,11/11/2008 09:47:56.111 PM,24.08,WE220 ,12/16/2008 12:00:00.000 AM,25/12/08
4570,11428,C11428,C11428,12/25/2008 12:00:00.000 AM,12/25/2008 09:32:50.226 AM,24.08,NW247 ,1/9/2009 12:00:00.000 AM,15/01/09
4571,11714,C11714,C11714,8/3/2008 12:00:00.000 AM,8/3/2008 05:27:54.295 PM,29.88,NE172 ,9/2/2008 12:00:00.000 AM,10/08/08
4572,12581,C12581,C12581,11/10/2008 12:00:00.000 AM,11/10/2008 05:43:54.241 PM,10.15,NE373 ,11/30/2008 12:00:00.000 AM,12/12/08
4573,10477,C10477,C10477,11/9/2008 12:00:00.000 AM,11/9/2008 05:33:26.077 PM,13.51,SE397 ,12/8/2008 12:00:00.000 AM,20/12/08
4574,10828,C10828,C10828,4/26/2008 12:00:00.000 AM,4/26/2008 02:22:36.169 AM,23.89,NE238 ,5/5/2008 12:00:00.000 AM,19/05/08
4575,10427,C10427,C10427,10/20/2008 12:00:00.000 AM,10/20/2008 08:07:39.114 PM,11.05,WE286 ,11/20/2008 12:00:00.000 AM,30/11/08
4576,10315,C10315,C10315,10/22/2008 12:00:00.000 AM,10/22/2008 08:19:56.043 AM,11.15,SW409 ,12/23/2009 12:00:00.000 AM,03/01/09
4577,11871,C11871,C11871,8/17/2007 12:00:00.000 AM,8/17/2007 06:19:46.073 AM,11.35,NW250 ,11/21/2007 12:00:00.000 AM,03/12/07
4578,13316,C13316,C13316,5/13/2008 12:00:00.000 AM,5/13/2008 04:58:44.265 PM,17.87,NW313 ,5/28/2008 12:00:00.000 AM,30/05/08
4579,10530,C10530,C10530,2/6/2008 12:00:00.000 AM,2/6/2008 01:07:36.111 PM,16.83,NW379 ,2/20/2008 12:00:00.000 AM,01/03/08
4580,10206,C10206,C10206,3/16/2009 05:47:25.000 PM,3/16/2009 05:47:25.112 PM,68.57,SW211 ,3/16/2009 05:47:25.000 PM,05/08/09
4581,10319,C10319,C10319,4/29/2008 12:00:00.000 AM,4/29/2008 08:59:06.075 PM,17.23,WE349 ,6/15/2008 12:00:00.000 AM,27/06/08
4582,13505,C13505,C13505,3/16/2009 05:47:25.000 PM,3/16/2009 05:47:25.112 PM,1.49,SW211 ,3/16/2009 05:47:25.000 PM,05/08/09
4583,11275,C11275,C11275,4/29/2008 12:00:00.000 AM,4/29/2008 08:59:06.075 PM,17.23,WE349 ,6/15/2008 12:00:00.000 AM,27/06/08
4584,13393,C13393,C13393,8/13/2008 12:00:00.000 AM,8/13/2008 08:33:26.077 PM,11.35,WE154 ,9/8/2007 12:00:00.000 AM,20/09/07
4585,12048,C12048,C12048,3/16/2009 05:47:25.000 PM,3/16/2009 05:47:25.112 PM,6.87,SC196 ,3/16/2009 05:47:25.000 PM,05/08/09
4586,11540,C11540,C11540,1/22/2008 12:00:00.000 AM,1/22/2008 10:39:06.075 PM,6.38,SE337 ,3/10/2008 12:00:00.000 AM,27/03/08
4587,13107,C13107,C13107,6/29/2008 12:00:00.000 AM,6/29/2008 04:50:44.265 PM,24.08,SC127 ,7/20/2008 12:00:00.000 AM,30/07/08
4588,11063,C11063,C11063,5/6/2007 12:00:00.000 AM,5/6/2007 09:11:26.077 AM,14.61,NC169 ,6/10/2007 12:00:00.000 AM,20/06/07
4589,13443,C13443,C13443,8/9/2008 12:00:00.000 AM,8/9/2008 02:48:36.075 AM,19.81,NW376 ,9/16/2008 12:00:00.000 AM,20/09/08
4590,12313,C12313,C12313,9/30/2008 12:00:00.000 AM,9/30/2008 06:57:28.175 PM,29.88,WE226 ,10/10/2008 12:00:00.000 AM,20/09/08
4591,11440,C11440,C11440,3/16/2009 05:47:25.000 PM,3/16/2009 05:47:25.112 PM,11.45,SC394 ,3/16/2009 05:47:25.000 PM,05/08/09
4592,10078,C10078,C10078,1/1/2008 12:00:00.000 AM,1/1/2008 03:47:56.111 PM,13.51,WE418 ,2/2/2008 12:00:00.000 AM,10/02/08
4593,11400,C11400,C11400,5/30/2008 12:00:00.000 AM,5/30/2008 05:27:39.114 PM,22.77,NC427 ,6/20/2008 12:00:00.000 AM,10/07/08
4594,12293,C12293,C12293,5/12/2008 12:00:00.000 AM,5/12/2008 08:07:36.111 PM,10.45,NC424 ,6/20/2008 12:00:00.000 AM,01/07/08
4595,10836,C10836,C10836,9/30/2008 12:00:00.000 AM,9/30/2008 06:57:28.175 PM,22.77,WE226 ,10/10/2008 12:00:00.000 AM,20/09/08
4596,11715,C11715,C11715,3/16/2009 05:47:25.000 PM,3/16/2009 05:47:25.112 PM,8.99,SC196 ,3/16/2009 05:47:25.000 PM,05/08/09
4597,12341,C12341,C12341,3/8/2009 12:00:00.000 AM,3/8/2009 08:32:45.073 PM,11.35,NE304 ,6/8/2009 12:00:00.000 AM,15/07/09
4598,11436,C11436,C11436,10/20/2008 12:00:00.000 AM,10/20/2008 08:07:39.114 PM,18.24,WE286 ,11/20/2008 12:00:00.000 AM,30/11/08
4599,11526,C11526,C11526,3/16/2009 05:47:25.000 PM,3/16/2009 05:47:25.112 PM,22.77,RP121 ,3/16/2009 05:47:25.000 PM,05/08/09
4600,10603,C10603,C10603,8/1/2007 12:00:00.000 AM,8/1/2007 03:29:06.075 PM,13.51,SW406 ,10/15/2007 12:00:00.000 AM,03/11/07
4601,13165,C13165,C13165,4/10/2008 12:00:00.000 AM,4/10/2008 06:36:44.265 PM,6.37,NW310 ,4/29/2008 12:00:00.000 AM,10/05/08
4602,10512,C10512,C10512,5/18/2008 12:00:00.000 AM,5/18/2008 11:58:44.265 PM,23.89,SW145 ,6/28/2008 12:00:00.000 AM,10/07/08
4603,11520,C11520,C11520,4/9/2008 12:00:00.000 AM,4/9/2008 07:27:56.111 PM,23.78,SE268 ,12/5/2008 12:00:00.000 AM,16/12/08
4604,11814,C11814,C11814,3/16/2009 05:47:25.000 PM,3/16/2009 05:47:25.112 PM,6.05,RP121 ,3/16/2009 05:47:25.000 PM,05/08/09
4605,12375,C12375,C12375,9/12/2008 12:00:00.000 AM,9/12/2008 06:11:26.077 AM,13.3,SE136 ,9/29/2008 12:00:00.000 AM,09/10/08
4606,10157,C10157,C10157,1/16/2008 12:00:00.000 AM,1/16/2008 08:13:54.169 AM,18.99,NC292 ,2/10/2008 12:00:00.000 AM,27/02/08
4607,10048,C10048,C10048,2/9/2008 12:00:00.000 AM,2/9/2008 06:50:44.265 PM,11.05,RP253 ,2/28/2008 12:00:00.000 AM,10/03/08
4608,10237,C10237,C10237,9/23/2008 12:00:00.000 AM,9/23/2008 04:43:54.169 PM,24.08,NW187 ,10/10/2008 12:00:00.000 AM,22/10/08
